TEST,0,0.000000,1.000000,77,10.000000,0.000000,77.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,79.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,81.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,83.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,85.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,87.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,89.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,91.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,93.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,95.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,97.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,99.000000,obtuse,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,97.000000,obtuse,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,95.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,97.000000,obtuse,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,95.000000,obtuse,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,93.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,95.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,97.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,99.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,101.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,103.000000,obtuse,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,101.000000,obtuse,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,99.000000,obtuse,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,97.000000,obtuse,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,95.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,97.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,99.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,101.000000,acute,
TEST,0,0.000000,1.000000,77,10.000000,0.000000,103.000000,acute,
