DREWPILOT,0,10.000000,2.000000,17,17.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,19.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,21.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,23.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,25.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,27.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,29.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,31.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,33.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,35.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,37.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,39.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,41.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,43.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,45.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,47.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,49.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,51.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,53.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,55.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,57.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,59.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,61.000000,obtuse,
DREWPILOT,0,10.000000,2.000000,17,59.000000,obtuse,
DREWPILOT,0,10.000000,2.000000,17,57.000000,obtuse,
DREWPILOT,0,10.000000,2.000000,17,55.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,57.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,59.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,61.000000,obtuse,
DREWPILOT,0,10.000000,2.000000,17,59.000000,obtuse,
DREWPILOT,0,10.000000,2.000000,17,57.000000,obtuse,
DREWPILOT,0,10.000000,2.000000,17,55.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,57.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,59.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,61.000000,obtuse,
DREWPILOT,0,10.000000,2.000000,17,59.000000,obtuse,
DREWPILOT,0,10.000000,2.000000,17,57.000000,obtuse,
DREWPILOT,0,10.000000,2.000000,17,55.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,57.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,59.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,61.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,63.000000,obtuse,
DREWPILOT,0,10.000000,2.000000,17,61.000000,obtuse,
DREWPILOT,0,10.000000,2.000000,17,59.000000,obtuse,
DREWPILOT,0,10.000000,2.000000,17,57.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,59.000000,acute,
DREWPILOT,0,10.000000,2.000000,17,61.000000,obtuse,
DREWPILOT,0,10.000000,2.000000,17,59.000000,obtuse,
DREWPILOT,0,10.000000,2.000000,17,57.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,15.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,17.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,19.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,21.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,23.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,25.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,27.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,29.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,31.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,33.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,35.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,37.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,39.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,41.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,43.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,45.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,47.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,49.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,51.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,53.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,51.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,49.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,47.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,49.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,51.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,53.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,51.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,49.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,47.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,49.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,51.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,53.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,55.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,53.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,51.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,49.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,47.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,49.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,51.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,53.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,55.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,53.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,51.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,49.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,51.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,53.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,55.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,57.000000,acute,
DREWPILOT,1,30.000000,2.000000,15,59.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,57.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,55.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,53.000000,obtuse,
DREWPILOT,1,30.000000,2.000000,15,51.000000,acute,
DREWPILOT,2,30.000000,1.000000,10,10.000000,acute,
